행정구역명,학원명,교습계열명,도로명주소,구분,과목명,성적구분,학원규모,주말반
진주시,e-뿌리깊은수학교습소,수학,경상남도 진주시 문산읍 월아산로 1089-4,수능,수학,하위권,소형학원,일요일반
진주시,e해법셀파하대동진수학교습소,수학,경상남도 진주시 남강로1413번길 31,내신,수학,중위권,대형학원,토요일반
진주시,e해법수학교습소,수학,경상남도 진주시 개양로 100,내신,수학,중위권,대형학원,토요일반
진주시,e-해법수학교습소,수학,경상남도 진주시 공단로 17-1,수능,수학,상위권,중형학원,일요일반
진주시,GGE영어교습소,영어,경상남도 진주시 정촌면 삼일로106번길 8,내신,영어,하위권,중형학원,토요일반
진주시,GGE영어전문학습관교습소,영어,경상남도 진주시 모덕로181번길 10,내신,영어,중위권,중형학원,토요일반
진주시,GOM(곰)영어전문학원,영어,경상남도 진주시 진양호로 274,수능,영어,하위권,대형학원,토요일반
진주시,JH초등공부방수학교습소,수학,경상남도 진주시 신평공원길57번길 14-11,내신,수학,중위권,대형학원,토요일반
진주시,JL영어학원,영어,경상남도 진주시 진양호로84번길 10,내신,영어,중위권,소형학원,토요일반
진주시,JM영어수학학원,영어/수학,경상남도 진주시 모덕로 282,수능,"영어,수학",중위권,대형학원,토요일반
진주시,J영어교습소,영어,경상남도 진주시 초장로14번길 16-26,내신,영어,상위권,대형학원,일요일반
진주시,K2M영어수학과학학원,영어/수학,경상남도 진주시 초전북로51번길 8,내신,"영어,수학",하위권,대형학원,일요일반
진주시,KJ수학전문학원,수학,경상남도 진주시 초전북로 57,내신,수학,중위권,중형학원,토요일반
진주시,L-english영어교습소,영어,경상남도 진주시 진양호로 297,수능,영어,중위권,대형학원,토요일반
진주시,L-math수학교습소,수학,경상남도 진주시 진양호로 297,내신,수학,하위권,대형학원,토요일반
진주시,M.K수학교습소,수학,경상남도 진주시 신평공원길57번길 14-11,내신,수학,하위권,대형학원,일요일반
진주시,MIT플러스과학교습소,과학,경상남도 진주시 진양호로 221,내신,과학,하위권,중형학원,일요일반
진주시,MJ대치영어학원,영어,경상남도 진주시 충의로 119,수능,영어,중위권,중형학원,토요일반
진주시,MK영어학원,영어,경상남도 진주시 금산면 중천로 79,내신,영어,상위권,대형학원,일요일반
진주시,MoonNight수능영어학원,영어,경상남도 진주시 진양호로 269,내신,영어,하위권,중형학원,일요일반
진주시,M과학스터디학원,과학,경상남도 진주시 진양호로 274,내신,과학,중위권,중형학원,토요일반
진주시,PECS(피이씨에스)영어단과교습소,영어,경상남도 진주시 순환로553번길 7,수능,영어,중위권,중형학원,일요일반
진주시,S&T과학전문학원,과학,경상남도 진주시 진양호로 263,내신,과학,상위권,소형학원,토요일반
진주시,SSM영어학원,영어,경상남도 진주시 평거로9번길 25,내신,영어,하위권,중형학원,토요일반
진주시,THEM수학영재학원,수학,경상남도 진주시 금산면 중천로 77,수능,수학,상위권,중형학원,일요일반
진주시,W영어비상수학학원,영어/수학,경상남도 진주시 초북로 52,내신,"영어,수학",상위권,중형학원,일요일반
진주시,YBM리딩클럽영어교습소,영어,경상남도 진주시 대신로334번길 20,내신,영어,중위권,대형학원,일요일반
진주시,YM수학교습소,수학,경상남도 진주시 에나로175번길 11,내신,수학,상위권,중형학원,토요일반
진주시,가람점빨간펜수학의달인수학교습소,수학,경상남도 진주시 남강로959번길 9,내신,수학,중위권,중형학원,일요일반
진주시,가온독서실,독서실,경상남도 진주시 진주대로908번길 11-3,내신,독서실,중위권,중형학원,토요일반
진주시,가좌독서실,독서실,경상남도 진주시 내동로 348,내신,독서실,중위권,중형학원,일요일반
진주시,강남수학교습소,수학,경상남도 진주시 말티고개로 117,내신,수학,중위권,중형학원,토요일반
진주시,강도윤수학컨설팅학원,수학,경상남도 진주시 초장로14번길 22,내신,수학,상위권,대형학원,토요일반
진주시,강동영어학원,영어,경상남도 진주시 남강로1413번길 19-2,내신,영어,중위권,소형학원,일요일반
진주시,강민정국어학원,국어,경상남도 진주시 진양호로84번길 12,수능,국어,중위권,소형학원,토요일반
진주시,강민찬수학학원,수학,경상남도 진주시 대신로475번길16-1/3층,내신,수학,중위권,중형학원,토요일반
진주시,강샘이샘영수학원,영어/수학,경상남도 진주시 초전남로 19-1,수능,"영어,수학",중위권,대형학원,토요일반
진주시,강선생과학교습소,과학,경상남도 진주시 진주대로 805,내신,과학,상위권,대형학원,토요일반
진주시,강선생영어교습소,영어,경상남도 진주시 초장로 120,수능,영어,상위권,대형학원,일요일반
진주시,강선생잉글리쉬영어교습소,영어,경상남도 진주시 남강로959번길 8,내신,영어,중위권,대형학원,일요일반
진주시,강성원국어학원,국어,경상남도 진주시 진양호로 323,내신,국어,상위권,소형학원,일요일반
진주시,강승범영어학원,영어,경상남도 진주시 초장로14번길 22,내신,영어,하위권,중형학원,토요일반
진주시,강풀수학교습소,수학,경상남도 진주시 평거로48번길 10,수능,수학,상위권,대형학원,일요일반
진주시,개념과원리수학학원,수학,경상남도 진주시 금산면 금산순환로11번길 7-1,내신,수학,상위권,소형학원,일요일반
진주시,개념수학국어논술학원,국어,경상남도 진주시 가호로 18,수능,국어,하위권,대형학원,토요일반
진주시,개념수학상봉학원,수학,경상남도 진주시 진주대로1208번길 16,수능,수학,하위권,대형학원,일요일반
진주시,경남독서실,독서실,경상남도 진주시 돗골로 134,내신,독서실,하위권,중형학원,일요일반
진주시,고금국어교습소,국어,경상남도 진주시 도동천로 276,수능,국어,상위권,소형학원,토요일반
진주시,고민정수학교실수학교습소,수학,경상남도 진주시 도동로190번길 4,수능,수학,중위권,대형학원,토요일반
진주시,고인돌역사교습소,사회,경상남도 진주시 초전남로 71,내신,사회,하위권,대형학원,토요일반
진주시,골든벨독서실,독서실,경상남도 진주시 동진로215번길 14,내신,독서실,중위권,중형학원,토요일반
진주시,골든키독서실,독서실,경상남도 진주시 진양호로125번길 22-8,내신,독서실,중위권,중형학원,일요일반
진주시,광수학·영어학원,영어/수학,경상남도 진주시 초장로14번길 30,수능,"영어,수학",하위권,대형학원,일요일반
진주시,교대뮤엠영어학원,영어,경상남도 진주시 진양호로 331,내신,영어,상위권,대형학원,일요일반
진주시,국어수학공작소학원,수학,경상남도 진주시 진양호로240번길 6,내신,수학,하위권,중형학원,일요일반
진주시,국어의혁신논술교습소,국어,경상남도 진주시 사들로 42,내신,국어,상위권,중형학원,토요일반
진주시,국왕왕태송국어학원,국어,경상남도 진주시 진양호로 326,수능,국어,하위권,소형학원,토요일반
진주시,국자감국어학원,국어,경상남도 진주시 초북로 62-22,내신,국어,중위권,소형학원,일요일반
진주시,권순광수학학원,수학,경상남도 진주시 초장로14번길 22,수능,수학,상위권,대형학원,일요일반
진주시,그로잉영어수학학원,영어/수학,경상남도 진주시 진양호로 82,내신,"영어,수학",상위권,중형학원,일요일반
진주시,그로잉영어학원,영어,경상남도 진주시 진양호로 82,수능,영어,상위권,소형학원,일요일반
진주시,글곁국어교습소,국어,경상남도 진주시 진양호로 348,내신,국어,상위권,중형학원,일요일반
진주시,글사임당국어교습소,국어,경상남도 진주시 평거로 57,내신,국어,중위권,중형학원,일요일반
진주시,금산뮤엠영어교습소,영어,경상남도 진주시 금산면 중장로154번길 47,내신,영어,하위권,중형학원,토요일반
진주시,금산뮤엠영어학원,영어,경상남도 진주시 금산면 금산로 87,내신,영어,상위권,중형학원,일요일반
진주시,길수학학원,수학,경상남도 진주시 모덕로 279,수능,수학,상위권,대형학원,일요일반
진주시,김가영어학원,영어,경상남도 진주시 진양호로125번길 5,내신,영어,중위권,대형학원,토요일반
진주시,김나현영어학원,영어,경상남도 진주시 에나로175번길 11,내신,영어,상위권,대형학원,토요일반
진주시,김동민수학전문학원,수학,경상남도 진주시 초장로 11,수능,수학,상위권,중형학원,일요일반
진주시,김동우수학영어학원,영어/수학,경상남도 진주시 서장대로 226,내신,"영어,수학",중위권,중형학원,토요일반
진주시,김동현수학학원,수학,경상남도 진주시 초장로14번길 20,내신,수학,하위권,소형학원,일요일반
진주시,김선생수학학원,수학,경상남도 진주시 진양호로 274,수능,수학,중위권,대형학원,일요일반
진주시,김선하영어전문스쿨교습소,영어,경상남도 진주시 하대로 54,수능,영어,중위권,중형학원,일요일반
진주시,김영미수학교습소,수학,경상남도 진주시 진양호로 271,수능,수학,중위권,중형학원,일요일반
진주시,김유식영어한솔+영어학원,영어,경상남도 진주시 사들로156번길 7,내신,영어,중위권,중형학원,일요일반
진주시,김은옥영어박강우수학전문학원,영어/수학,경상남도 진주시 초북로 46,내신,"영어,수학",중위권,소형학원,토요일반
진주시,김진현영어수학학원,영어/수학,경상남도 진주시 하대로 71,내신,"영어,수학",중위권,소형학원,일요일반
진주시,김태훈수학영어학원,영어/수학,경상남도 진주시 하대로 37,내신,"영어,수학",중위권,대형학원,토요일반
진주시,김혜영국어학원,국어,경상남도 진주시 진양호로 292,내신,국어,중위권,소형학원,일요일반
진주시,꽉찬수학&EG어학원,수학,경상남도 진주시 초전북로62번길 30,내신,수학,중위권,대형학원,일요일반
진주시,나랏말씀독서논술교습소,국어,경상남도 진주시 신평공원길47번길 18-12,수능,국어,중위권,중형학원,토요일반
진주시,남도독서실,독서실,경상남도 진주시 남강로491번길 7,내신,독서실,중위권,소형학원,토요일반
진주시,내신수학교습소,수학,경상남도 진주시 석갑로 75-4,내신,수학,중위권,대형학원,일요일반
진주시,노병현수학학원,수학,경상남도 진주시 도동로 235,수능,수학,하위권,대형학원,토요일반
진주시,뉴아이비2독서실,독서실,경상남도 진주시 평거로13번길 7,내신,독서실,상위권,중형학원,일요일반
진주시,뉴아이비독서실,독서실,경상남도 진주시 평거로13번길 7,내신,독서실,중위권,소형학원,토요일반
진주시,늘책국어학원,국어,경상남도 진주시 진양호로44번길 23-6,내신,국어,중위권,중형학원,일요일반
진주시,다니엘영수학원,영어/수학,경상남도 진주시 초북로 77,내신,"영어,수학",중위권,중형학원,일요일반
진주시,다올수학전문학원,수학,경상남도 진주시 소호로 12,내신,수학,중위권,대형학원,토요일반
진주시,다원수학학원,수학,경상남도 진주시 진양호로 294,내신,수학,중위권,중형학원,일요일반
진주시,다풀수학학원,수학,경상남도 진주시 진양호로44번길 23-23,내신,수학,중위권,중형학원,토요일반
진주시,닥터김영어(Dr.Kim’sEnglish)학원,영어,경상남도 진주시 소호로 6,수능,영어,중위권,중형학원,토요일반
진주시,닥터박영어스쿨학원,영어,경상남도 진주시 진주대로815번길 20,내신,영어,중위권,중형학원,토요일반
진주시,대니(DANNY)영어교습소,영어,경상남도 진주시 진양호로 249,수능,영어,중위권,소형학원,토요일반
진주시,대박DAEBAK프리미엄독서실,독서실,경상남도 진주시 초북로20번길 27-5,내신,독서실,중위권,소형학원,토요일반
진주시,대유수학교습소,수학,경상남도 진주시 사들로 46,내신,수학,상위권,대형학원,토요일반
진주시,더(The)쎈영수학원,영어/수학,경상남도 진주시 사들로 87,내신,"영어,수학",하위권,중형학원,토요일반
진주시,더꿈독서실,독서실,경상남도 진주시 초전북로62번길 28,내신,독서실,중위권,대형학원,일요일반
진주시,더봄일대일수학학원,수학,경상남도 진주시 진양호로84번길 8,내신,수학,상위권,중형학원,토요일반
진주시,더오름수학학원,수학,경상남도 진주시 사들로 50,내신,수학,하위권,중형학원,토요일반
진주시,더웰수학교습소,수학,경상남도 진주시 새평거로 25,내신,수학,상위권,중형학원,토요일반
진주시,더이든과학교습소,과학,경상남도 진주시 평거로85번길 2,내신,과학,중위권,중형학원,토요일반
진주시,더조은독서실,독서실,경상남도 진주시 모덕로 196,내신,독서실,상위권,대형학원,토요일반
진주시,더채움영어전문학원,영어,경상남도 진주시 평거로36번길 5,수능,영어,하위권,소형학원,일요일반
진주시,더포스논술교습소,국어,경상남도 진주시 금산면 금산순환로 24,내신,국어,중위권,대형학원,일요일반
진주시,더프라임영수학원,영어/수학,경상남도 진주시 돗골로 139,내신,"영어,수학",중위권,중형학원,토요일반
진주시,데카영수학원,영어/수학,경상남도 진주시 평거로13번길 31,내신,"영어,수학",중위권,중형학원,일요일반
진주시,드림수학교습소,수학,경상남도 진주시 진주대로 789,내신,수학,상위권,소형학원,일요일반
진주시,등각영어전문학원,영어,경상남도 진주시 석갑로 181-2,수능,영어,중위권,중형학원,토요일반
진주시,등업수학전문학원,수학,경상남도 진주시 금산면 금산순환로 9,내신,수학,중위권,대형학원,일요일반
진주시,등용문수학교습소,수학,경상남도 진주시 진양호로84번길 6-1,내신,수학,상위권,중형학원,일요일반
진주시,또오래독서실,독서실,경상남도 진주시 진양호로253번길 13,수능,독서실,상위권,중형학원,토요일반
진주시,라온수학학원,수학,경상남도 진주시 진양호로 327,내신,수학,중위권,대형학원,일요일반
진주시,라이브수학교습소,수학,경상남도 진주시 진양호로 308,내신,수학,상위권,중형학원,토요일반
진주시,라이즈업국어영어수학입시전문학원,영어/수학,경상남도 진주시 초전북로51번길 8,수능,"영어,수학",중위권,중형학원,일요일반
진주시,라임영어학원,영어,경상남도 진주시 금산면 중천로 84,내신,영어,상위권,소형학원,일요일반
진주시,러셀과학학원,과학,경상남도 진주시 진양호로 80,수능,과학,하위권,소형학원,일요일반
진주시,러프수학학원,수학,경상남도 진주시 사들로 40,내신,수학,상위권,중형학원,토요일반
진주시,럭키독서실,독서실,경상남도 진주시 진주대로 857,내신,독서실,상위권,중형학원,토요일반
진주시,런던빌리지(LONDON VILLAGE)영어교습소,영어,경상남도 진주시 진주대로829번길 11-3,내신,영어,상위권,대형학원,일요일반
진주시,런던스쿨오브잉글리쉬영어교습소,영어,경상남도 진주시 신평공원길57번길 16,내신,영어,상위권,중형학원,토요일반
진주시,레브e스쿨영수전문학원,영어/수학,경상남도 진주시 도동천로 273,내신,"영어,수학",중위권,중형학원,토요일반
진주시,레터랜드영어교습소,영어,경상남도 진주시 진주대로 805,내신,영어,상위권,중형학원,일요일반
진주시,렛츠잉글리쉬영어교습소,영어,경상남도 진주시 숙호산로 88,내신,영어,상위권,소형학원,일요일반
진주시,로뎀독서실,독서실,경상남도 진주시 도동천로 266,내신,독서실,상위권,중형학원,토요일반
진주시,로보로보창의과학교습소,과학,경상남도 진주시 천수로298번길 20,수능,과학,하위권,소형학원,일요일반
진주시,루트엠수학전문학원,수학,경상남도 진주시 평거로13번길 29,수능,수학,중위권,대형학원,토요일반
진주시,리더스영어수학학원,영어/수학,경상남도 진주시 초장로14번길 16-28,내신,"영어,수학",하위권,대형학원,토요일반
진주시,리드앤톡영어독서학원,국어,경상남도 진주시 금산면 중천로 80,수능,국어,중위권,중형학원,일요일반
진주시,리딩뱅크독서실,독서실,경상남도 진주시 진양호로 87,수능,독서실,중위권,소형학원,토요일반
진주시,리만수학과학전문학원,수학,경상남도 진주시 초장로14번길 22,내신,수학,중위권,중형학원,일요일반
진주시,리얼잉글리쉬(RealEnglish)영어교습소,영어,경상남도 진주시 상봉대룡길17번길 3,내신,영어,중위권,중형학원,토요일반
진주시,마루지스피치논술교습소,국어,경상남도 진주시 사들로 79,내신,국어,상위권,대형학원,일요일반
진주시,마이스페이스독서실,독서실,경상남도 진주시 진양호로 84,수능,독서실,상위권,중형학원,토요일반
진주시,매그넘영어학원,영어,경상남도 진주시 평거로9번길 27,수능,영어,중위권,중형학원,일요일반
진주시,매스21수학교습소,수학,경상남도 진주시 모덕로117번길 8,수능,수학,중위권,중형학원,토요일반
진주시,매쓰랭귀지수학학원,수학,경상남도 진주시 사들로 40,수능,수학,하위권,대형학원,토요일반
진주시,매쓰캔수학교습소,수학,경상남도 진주시 내동로348번길 8,수능,수학,중위권,중형학원,토요일반
진주시,매쓰클럽수학주니어랩스쿨영어학원,영어/수학,경상남도 진주시 도동로184번길 7,내신,"영어,수학",상위권,소형학원,일요일반
진주시,매직(Magic)영어교습소,영어,경상남도 진주시 신안로54번길 12,수능,영어,중위권,소형학원,일요일반
진주시,맥수학교습소,수학,경상남도 진주시 일반성면 창촌길 24,내신,수학,중위권,중형학원,토요일반
진주시,맥프라이빗코칭영어교습소,영어,경상남도 진주시 진양호로 308,내신,영어,중위권,중형학원,일요일반
진주시,맵플러스수학망경학원,수학,경상남도 진주시 봉수대길 15,수능,수학,중위권,소형학원,토요일반
진주시,메르센수학학원,수학,경상남도 진주시 진양호로84번길 6,내신,수학,중위권,중형학원,일요일반
진주시,메타철학논술교습소,국어,경상남도 진주시 초장로 120,내신,국어,하위권,중형학원,일요일반
진주시,멘사수학교습소,수학,경상남도 진주시 소호로 16,내신,수학,중위권,대형학원,일요일반
진주시,멘토링GO등영어학원,영어,경상남도 진주시 에나로175번길 11,내신,영어,중위권,대형학원,토요일반
진주시,멘토수학교습소,수학,경상남도 진주시 진양호로 311-1,수능,수학,상위권,대형학원,토요일반
진주시,명성영수학원,영어/수학,경상남도 진주시 진주대로 916,내신,"영어,수학",하위권,중형학원,토요일반
진주시,명주영어교습소,영어,경상남도 진주시 순환로553번길 7,수능,영어,상위권,중형학원,일요일반
진주시,명품수학전문학원,수학,경상남도 진주시 평거로5번길 34,내신,수학,중위권,대형학원,토요일반
진주시,문귀현국어논술언어전문학원,국어,경상남도 진주시 진양호로 243,내신,국어,상위권,대형학원,토요일반
진주시,문나이트주니어뮤엠영어학원,영어,경상남도 진주시 진양호로 267,수능,영어,상위권,중형학원,일요일반
진주시,문선생아카데미수학교습소,수학,경상남도 진주시 북장대로 38,내신,수학,상위권,중형학원,토요일반
진주시,문영어교습소,영어,경상남도 진주시 도동로196번길 23,내신,영어,중위권,중형학원,토요일반
진주시,문희진박사수학전문학원,수학,경상남도 진주시 초북로 56-8,내신,수학,중위권,중형학원,토요일반
진주시,뮤엠영어교습소,영어,경상남도 진주시 진주대로829번길 11,수능,영어,중위권,중형학원,토요일반
진주시,뮤엠영어상평영어교습소,영어,경상남도 진주시 공단로 17-1,내신,영어,하위권,중형학원,토요일반
진주시,뮤엠영어어학원,영어,경상남도 진주시 사들로156번길 3,내신,영어,중위권,중형학원,토요일반
진주시,뮤엠영어초장점학원,영어,경상남도 진주시 초북로 56-6,내신,영어,중위권,중형학원,토요일반
진주시,미래수학클리닉수학전문학원,수학,경상남도 진주시 진양호로 275,내신,수학,하위권,소형학원,토요일반
진주시,미시간영어교습소,영어,경상남도 진주시 새평거로 75,내신,영어,상위권,소형학원,토요일반
진주시,미코샘영어교습소,영어,경상남도 진주시 진양호로 271,내신,영어,하위권,중형학원,토요일반
진주시,민수학전문학원,수학,경상남도 진주시 신평공원길57번길 14-8,수능,수학,중위권,대형학원,일요일반
진주시,민수학학원,수학,경상남도 진주시 사들로 79,내신,수학,상위권,소형학원,토요일반
진주시,바론독서논술교습소,국어,경상남도 진주시 진주대로815번길 20,수능,국어,상위권,소형학원,토요일반
진주시,바론수학학원,수학,경상남도 진주시 평거로13번길 21,수능,수학,중위권,중형학원,토요일반
진주시,바른수학한솔+영어학원,영어/수학,경상남도 진주시 사들로156번길 7,내신,"영어,수학",중위권,중형학원,일요일반
진주시,바른영어교습소,영어,경상남도 진주시 대신로475번길 8-8,수능,영어,상위권,대형학원,일요일반
진주시,바른영어학원,영어,경상남도 진주시 진주대로960번길 17,수능,영어,상위권,대형학원,토요일반
진주시,박경석수학전문학원,수학,경상남도 진주시 하대로118번길 12,내신,수학,하위권,중형학원,일요일반
진주시,박선생수학교습소,수학,경상남도 진주시 도동천로 276,내신,수학,상위권,중형학원,일요일반
진주시,박소영영어교습소,영어,경상남도 진주시 모덕로 108,수능,영어,중위권,중형학원,일요일반
진주시,박정주과학학원,과학,경상남도 진주시 진양호로 78,내신,과학,상위권,소형학원,일요일반
진주시,박하내수학교습소,수학,경상남도 진주시 신평공원길57번길 16,내신,수학,상위권,대형학원,토요일반
진주시,박하내수학학원,수학,경상남도 진주시 사들로 79,내신,수학,중위권,중형학원,일요일반
진주시,박학천국어논술주약학원,국어,경상남도 진주시 천수로 49,수능,국어,상위권,소형학원,일요일반
진주시,박학천예스스카이논술학원,국어,경상남도 진주시 하대로 57,수능,국어,상위권,대형학원,토요일반
진주시,박혜라수학교습소,수학,경상남도 진주시 진양호로 278,내신,수학,중위권,중형학원,일요일반
진주시,반선생수학학원,수학,경상남도 진주시 동진로 193,수능,수학,하위권,대형학원,일요일반
진주시,백선생영어교습소,영어,경상남도 진주시 금산면 덕의길 28,내신,영어,중위권,대형학원,토요일반
진주시,버클리영어교습소,영어,경상남도 진주시 초장로 120,내신,영어,중위권,중형학원,토요일반
진주시,변쌤수학교습소,수학,경상남도 진주시 소호로 39,내신,수학,하위권,소형학원,토요일반
진주시,보람과학로고스수학영재학원,수학,경상남도 진주시 초장로14번길 28,내신,수학,중위권,소형학원,토요일반
진주시,보람수학교습소,수학,경상남도 진주시 신안들말길 48,수능,수학,중위권,중형학원,일요일반
진주시,본(本)영어교습소,영어,경상남도 진주시 가호로 28,내신,영어,상위권,소형학원,토요일반
진주시,봄수학교습소,수학,경상남도 진주시 초장로 120,내신,수학,중위권,중형학원,토요일반
진주시,봉곡수학원,수학,경상남도 진주시 촉석로115번길 8,내신,수학,하위권,중형학원,일요일반
진주시,브라이트영어학원,영어,경상남도 진주시 새평거로 30,내신,영어,중위권,대형학원,일요일반
진주시,브랜뉴잉글리쉬영어교습소,영어,경상남도 진주시 진주대로 789,내신,영어,중위권,중형학원,토요일반
진주시,브이아이피(VIP)타블렛수학학원,수학,경상남도 진주시 진양호로 292,내신,수학,상위권,대형학원,토요일반
진주시,블라썸영어학원,영어,경상남도 진주시 진양호로 292,내신,영어,하위권,중형학원,일요일반
진주시,블루버드푸른영어교습소,영어,경상남도 진주시 신평공원길57번길 18-4,수능,영어,중위권,중형학원,일요일반
진주시,비결31국어교습소,국어,경상남도 진주시 새평거로 112,수능,국어,중위권,소형학원,토요일반
진주시,비오비(BOB)영어학원,영어,경상남도 진주시 평거로9번길 25-1,내신,영어,중위권,대형학원,토요일반
진주시,비전e독서실,독서실,경상남도 진주시 진양호로 280,내신,독서실,상위권,소형학원,일요일반
진주시,비젼(VISION)영어교습소,영어,경상남도 진주시 에나로175번길 11,내신,영어,상위권,대형학원,일요일반
진주시,비타민영어교습소,영어,경상남도 진주시 평거로 40,수능,영어,상위권,중형학원,일요일반
진주시,빌리언키드영어교습소,영어,경상남도 진주시 사들로 61,내신,영어,중위권,소형학원,일요일반
진주시,빨간펜수학의달인수학교습소,수학,경상남도 진주시 문산읍 소문길 8,내신,수학,하위권,중형학원,토요일반
진주시,빨간펜수학의달인수학전문학원,수학,경상남도 진주시 진양호로51번길 6-6,수능,수학,중위권,중형학원,일요일반
진주시,빨간펜수학의달인진주금산학원,수학,경상남도 진주시 금산면 중천로 84,내신,수학,중위권,대형학원,토요일반
진주시,빨간펜수학의달인초중등수학전문학원,수학,경상남도 진주시 모덕로 102,내신,수학,하위권,대형학원,토요일반
진주시,뿌리셈수학영어전문학원,영어/수학,경상남도 진주시 천수로 49,내신,"영어,수학",상위권,소형학원,토요일반
진주시,삼공삼공가좌영어교습소,영어,경상남도 진주시 개양로 100,내신,영어,하위권,소형학원,토요일반
진주시,삼성영수학원,영어/수학,경상남도 진주시 평거로 258,수능,"영어,수학",중위권,중형학원,일요일반
진주시,삼성영어교습소,영어,경상남도 진주시 문산읍 소문길 16-2,내신,영어,중위권,소형학원,토요일반
진주시,삼성영어수학학원,영어/수학,경상남도 진주시 의병로 93,내신,"영어,수학",중위권,중형학원,토요일반
진주시,삼성영어장재초점영어교습소,영어,경상남도 진주시 초북로 77,내신,영어,중위권,대형학원,토요일반
진주시,삼성영어혁신캠퍼스학원,영어,경상남도 진주시 소호로 16,내신,영어,하위권,중형학원,일요일반
진주시,상대독서실,독서실,경상남도 진주시 돗골로106번길 7,수능,독서실,중위권,중형학원,일요일반
진주시,상문논리수학교습소,수학,경상남도 진주시 초전남로 71,내신,수학,중위권,중형학원,토요일반
진주시,새론수학교습소,수학,경상남도 진주시 진양호로 59,내신,수학,중위권,대형학원,토요일반
진주시,생각iN수학과학학원,수학,경상남도 진주시 진양호로 290,내신,수학,하위권,대형학원,토요일반
진주시,생각하는몬스터수학학원,수학,경상남도 진주시 진양호로 243,내신,수학,하위권,중형학원,토요일반
진주시,샤사잉글리시(ShasaEnglish)영어교습소,영어,경상남도 진주시 새평거로 112,수능,영어,상위권,중형학원,토요일반
진주시,서울탑수학학원,수학,경상남도 진주시 초북로 54,내신,수학,하위권,소형학원,토요일반
진주시,서진쎈수학러닝센터학원,수학,경상남도 진주시 새들말로 24,내신,수학,상위권,대형학원,토요일반
진주시,석윤호수학영어학원,영어/수학,경상남도 진주시 진주대로920번길 12-4,내신,"영어,수학",중위권,중형학원,토요일반
진주시,선수학교습소,수학,경상남도 진주시 가호로 28,수능,수학,중위권,대형학원,토요일반
진주시,설대수학학원,수학,경상남도 진주시 진양호로240번길 6,내신,수학,상위권,소형학원,일요일반
진주시,세옴수학학원,수학,경상남도 진주시 진양호로 78,내신,수학,중위권,중형학원,일요일반
진주시,세종독서실,독서실,경상남도 진주시 금산면 금산순환로 9,수능,독서실,상위권,대형학원,토요일반
진주시,센텀수학학원,수학,경상남도 진주시 초북로 36,내신,수학,상위권,대형학원,토요일반
진주시,셈이깊은수학교습소,수학,경상남도 진주시 평거로139번길 11-5,내신,수학,상위권,중형학원,일요일반
진주시,소리숲국어교습소,국어,경상남도 진주시 도동로248번길 13,내신,국어,중위권,중형학원,일요일반
진주시,손선생영어교습소,영어,경상남도 진주시 초전남로65번길 1,내신,영어,하위권,소형학원,일요일반
진주시,손선생차수학학원,수학,경상남도 진주시 진주대로815번길 12-2,내신,수학,상위권,대형학원,일요일반
진주시,송설독서실,독서실,경상남도 진주시 금산면 금산순환로34번길 7-8,내신,독서실,상위권,소형학원,토요일반
진주시,수(數)다(多)M수학교습소,수학,경상남도 진주시 평거로 57,수능,수학,중위권,대형학원,일요일반
진주시,수+수학전문학원,수학,경상남도 진주시 소호로 6,내신,수학,중위권,중형학원,일요일반
진주시,수M샘수학마루학원,수학,경상남도 진주시 진양호로 234,수능,수학,중위권,중형학원,일요일반
진주시,수김수학교습소,수학,경상남도 진주시 신안들말길 49,내신,수학,중위권,중형학원,일요일반
진주시,수리안수학교습소,수학,경상남도 진주시 소호로 39,내신,수학,중위권,중형학원,일요일반
진주시,수풀림수학학원,수학,경상남도 진주시 진양호로 221,수능,수학,상위권,소형학원,토요일반
진주시,수플러스수학전문학원,수학,경상남도 진주시 초북로 50,수능,수학,중위권,중형학원,일요일반
진주시,수피아수학교습소,수학,경상남도 진주시 진양호로84번길 10,내신,수학,상위권,소형학원,토요일반
진주시,수학당수학학원,수학,경상남도 진주시 초장로14번길 16-20,수능,수학,상위권,대형학원,일요일반
진주시,수학무한도전학원,수학,경상남도 진주시 평거로 281,내신,수학,하위권,중형학원,토요일반
진주시,수학온(ON)수학교습소,수학,경상남도 진주시 진양호로44번길 33-9,내신,수학,중위권,대형학원,토요일반
진주시,수학의달인내동학원,수학,경상남도 진주시 내동면 순환로 425-63,내신,수학,상위권,대형학원,토요일반
진주시,수학의완성수학교습소,수학,경상남도 진주시 금산면 덕의길 28,내신,수학,상위권,중형학원,일요일반
진주시,수학정원학원,수학,경상남도 진주시 진양호로 216,내신,수학,중위권,대형학원,일요일반
진주시,숨마수학교습소,수학,경상남도 진주시 정촌면 삼일로106번길 8,수능,수학,하위권,중형학원,일요일반
진주시,스마트이스쿨영어교습소,영어,경상남도 진주시 대신로457번길 9,내신,영어,중위권,중형학원,일요일반
진주시,스쿨메이트수학과학전문학원,수학,경상남도 진주시 진양호로 339,내신,수학,상위권,중형학원,토요일반
진주시,스텐퍼드영어전문학원,영어,경상남도 진주시 호탄길13번길 24,내신,영어,중위권,소형학원,일요일반
진주시,스토리잉글리쉬톡톡영어교습소,영어,경상남도 진주시 소호로 39,내신,영어,중위권,중형학원,토요일반
